permit,permit type,permit subtype,parcel,date entered,date issues,cost,address,city,state,subvision,contact,permit type,permit subtype,ivr tracking,purpose,district,longitude,latitude,object id,zip code
T2024039812,Building Residential - New,Single Family Residence,16900000700,2024-05-01,,492951,8020 OLD HARDING PIKE,NASHVILLE,TN,N/S OLD HARDING PK W OF LEWIS RD,SELF CONTRACTOR RESIDENTIAL (SEE APPLICANT INFORMATION),CARN,CAA01R301,4510820,"To construct a new single-story, single-family dwelling with 3,452 sq ft conditioned space (2,823 sq ft main dwelling unit, 629 sq ft accessory apartment - 22% of main dwelling unit), 727 sq ft garage; covered porch/patio 814 sq ft with 4,993 sq ft under roof.  Not to be constructed over or obstruct any easements. Minimum required 20' street, 20' rear and 15' side setbacks. To also establish an Accessory Apartment under permit #T2024039848.    THE HOLDER OF THIS PERMIT HEREBY CERTIFIES THAT ALL CONSTRUCTION AND DEMOLITION WASTE WILL BE DISPOSED IN AN APPROVED LANDFILL. THE HOLDER OF THIS PERMIT ALSO CERTIFIES THAT NO CONSTRUCTION OR DEMOLITION WASTE SHALL BE STORED ON THE PROPERTY IN VIOLATION OF ANY PROVISIONS OF THE METROPOLITAN CODE.    FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24” X 36” IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED.    FOR EVERY 30 FEET OF STREET FRONTAGE, OR FRACTION THEREOF, ONE 2 INCH CALIPER TREE AS LISTED IN THE URBAN FORESTRY APPROVED TREE LIST SHALL BE PLANTED ON THE SUBJECT PROPERTY.******RESTRICTIVE COVENANT FOR ACCESSORY APT 20240507-0033386",35,-86.98688803,36.03408324,4278,37221
T2024039902,Building Residential - New,"Accessory Structure, Shed / Storage Bldg",07009003900,2024-05-01,,0,3209 LINCOLN AVE,NASHVILLE,TN,PT LOT 7 H E SIMPKINS SUB,ROBERT FORSYTHE,CARN,CAA14U011,4511002,"RESTRICTIVE COVENANT FOR DETACHED STRUCTURE: 20240514-0035558 mj 6/13/24***STORAGE CONTAINER FOR STORAGE ON PROPERTY. Not to be constructed over any easements. Not to be used as additional living/sleeping quarters, detached accessory dwelling unit or for commercial purposes not authorized by the Metro Zoning Code.",2,-86.82889796,36.20101801,4279,37218
T2024038914,Building Residential - New,"Accessory Structure, Carport",081150O00100CO,2024-04-29,,9660,1715 A2 HEIMAN ST,NASHVILLE,TN,UNIT 1715A HEIMAN STREET HOMES,logan pulliza,CARN,CAA14U004,4509034,"to construct 400SF detached carport to the rear of existing single family residence. 3' min. side setback, 10' min. rear setback, not to be over any easements. not to be used for living space or commercial purposes. Max height 16’ to eave line.  ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code* For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.*  For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",21,-86.80600744999998,36.17170713,4280,37208
T2024038917,Building Residential - New,"Accessory Structure, Carport",081150O00200CO,2024-04-29,,9660,1715 B2 HEIMAN ST,NASHVILLE,TN,UNIT 1715B HEIMAN STREET HOMES,logan pulliza,CARN,CAA14U004,4509041,"to construct 400SF detached garage to the rear of existing single family residence. 3' min. side setback, 10' min. rear setback, not to be over any easements. not to be used for living space or commercial purposes. Max height 16’ to eave line.  ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code* For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.*  For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",21,-86.80600744999998,36.17170713,4281,37208
T2024040205,Building Commercial - New,"Community Education, Lecture Halls",06111012300,2024-05-02,,25000,4119 B GALLATIN PIKE,NASHVILLE,TN,LOTS 1 & 2 RE-SUB LOT 8 PT 9 I.C. MCMAHAN'S SUB,joe tombs,CACN,CAC03A314,4511636,to place modular building on site and bring to code for bloom academy. not to be over any easements.    ***Plans have been reviewed and stamped.  Attachment has been uploaded in CityWorks.***,8,-86.72630408,36.22351557,4282,37216
T2024040232,Building Residential - Addition,"Accessory Structure, Shed / Storage Bldg",11706008300,2024-05-02,,0,3419 HAMPTON AVE,NASHVILLE,TN,S SIDE HAMPTON AVE W OF 23RD AVE SO,"Crestline Builders, LLC",CARA,CAA14U011,4511700,"Construct a 18x42 Pool and a 142 sq ft. Pool House with a 1,586.50 sq ft Pool Terrace",24,-86.81947648,36.11646738,4283,37215
T2024040238,Building Commercial - Rehab,"Medical Office, Professional Services",09211039000,2024-05-02,,0,345 23RD AVE N 301,NASHVILLE,TN,LOT 1 HCA CENTENNIAL CONSOLIDATION PLAT,lenny bundy,CACR,CAE04B016,4511718,to renovate 4515SF of existing space for TN Retina. no change to footprint.,21,-86.81023227,36.15335134,4284,37203
T2024040261,Building Residential - New,"Accessory Structure, Shed / Storage Bldg",11706008300,2024-05-02,,0,3419 B HAMPTON AVE,NASHVILLE,TN,S SIDE HAMPTON AVE W OF 23RD AVE SO,"Crestline Builders, LLC",CARN,CAA14U011,4511764,Construct a 142 sq ft Pool House ,24,-86.81949202,36.1163982,4285,37215
T2024040262,Building Commercial - Rehab,Restaurant (Take Out),11710010500,2024-05-02,,0,3803 BEDFORD AVE 202,NASHVILLE,TN,LOT 1 BEDFORD AVENUE SUBDIVISION PHASE 4 CONSOLIDATION 1ST REV,kim deragon,CACR,CAF31A203,4511767,to conduct renovations to 2236Sf of existing space for crown bakeries. no change to footprint.,34,-86.82003706,36.10931757,4286,37215
T2024040271,Building Demolition Permit,Demolition Permit - Residential,11706008300,2024-05-02,,25000,3419 HAMPTON AVE,NASHVILLE,TN,S SIDE HAMPTON AVE W OF 23RD AVE SO,"Crestline Builders, LLC",CADM,CAZ01A001,4511774,Demo to add on to house,24,-86.81947648,36.11646738,4287,37215
T2024040309,Building Residential - Addition,"Accessory Structure, Decks",091053C00100CO,2024-05-02,,31037,625 A RIES AVE,NASHVILLE,TN,UNIT A HOMES AT 625 RIES AVENUE,Southern Belle Construction,CARA,CAA14U015,4511861,"Pouring a 15x16 concrete patio and constructing a 15x16 gable style roof over the new patio. The roof will have a wood burning fireplace that will extend 3' above the ridge and the roof will also be enclosed with a screen room. No mechanical, no plumbing. Porch build only.",20,-86.87348903999998,36.15955076,4288,37209
T2024040329,Building Residential - New,Single Family Residence,072114U00200CO,2024-05-02,,305834,1516 ANN ST,NASHVILLE,TN,UNIT B HOMES AT REBECCA STREET & ANN STREET,HD BUILDING GROUP LLC,CARN,CAA01R301,4511900,"To construct a new three-story single family residence with 2303 sq ft living space, 406 sq ft 2-car garage, and 120 sq ft of porches and decks…5' min. side setback, 20' min. rear setback, and 20ft street minimum front setback '. Not to be constructed over any easements.. ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code* For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property. * For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835. No more than three signs are required.***",7,-86.72631002999998,36.19831408,4289,37216
T2024040449,Building Residential - New,"Multifamily, Townhome",033070A03700CO,2024-05-02,,206313,1170 DICKERSON PIKE 37,GOODLETTSVILLE,TN,UNIT 37 ALVEARE,"JONES CONSTRUCTION, DWAYNE MARK JONES DBA",CARN,CAA03R301,4512142,"1626 SF CONDITIONED, 190 SF PORCHES. MASTER PERMIT 2021053959",10,-86.72889436,36.29384256,4290,37072
T2024040450,Building Residential - New,"Multifamily, Townhome",033070A03800CO,2024-05-02,,170939,1170 DICKERSON PIKE 38,GOODLETTSVILLE,TN,UNIT 38 ALVEARE,"JONES CONSTRUCTION, DWAYNE MARK JONES DBA",CARN,CAA03R301,4512148,"1390 SF CONDITIONED, 50 SF PORCHES. MASTER PERMIT 2021053959",10,-86.72884396,36.29387148,4291,37072
T2024040456,Building Residential - New,"Multifamily, Townhome",033070A03900CO,2024-05-02,,158302,1170 DICKERSON PIKE 39,GOODLETTSVILLE,TN,UNIT 39 ALVEARE,"JONES CONSTRUCTION, DWAYNE MARK JONES DBA",CARN,CAA03R301,4512161,"1230 CONDITIONED, 190 SF PORCHES. MASTER PERMIT 2021053959",10,-86.72878995,36.29389231,4292,37072
T2024040458,Building Residential - New,"Multifamily, Townhome",033070A04000CO,2024-05-02,,158302,1170 DICKERSON PIKE 40,GOODLETTSVILLE,TN,UNIT 40 ALVEARE,"JONES CONSTRUCTION, DWAYNE MARK JONES DBA",CARN,CAA03R301,4512166,"1230 CONDITIONED, 190 SF PORCHES. MASTER PERMIT 2021053959",10,-86.72874487999998,36.29392406,4293,37072
T2024040462,Building Residential - New,"Multifamily, Townhome",033070A04100CO,2024-05-02,,158302,1170 DICKERSON PIKE 41,GOODLETTSVILLE,TN,UNIT 41 ALVEARE,"JONES CONSTRUCTION, DWAYNE MARK JONES DBA",CARN,CAA03R301,4512170,"1230 CONDITIONED, 190 SF PORCHES. MASTER PERMIT 2021053959",10,-86.728688,36.29395206,4294,37072
T2024040464,Building Residential - New,"Multifamily, Townhome",033070A04200CO,2024-05-02,,170939,1170 DICKERSON PIKE 42,GOODLETTSVILLE,TN,UNIT 42 ALVEARE,"JONES CONSTRUCTION, DWAYNE MARK JONES DBA",CARN,CAA03R301,4512176,"1390 SF CONDITIONED, 50 SF PORCHES. MASTER PERMIT 2021053959",10,-86.72864407999998,36.2939819,4295,37072
T2024040466,Building Residential - New,"Multifamily, Townhome",033070A04300CO,2024-05-02,,206313,1170 DICKERSON PIKE 43,GOODLETTSVILLE,TN,UNIT 43 ALVEARE,"JONES CONSTRUCTION, DWAYNE MARK JONES DBA",CARN,CAA03R301,4512179,"1626 SF CONDITIONED, 190 SF PORCHES. MASTER PERMIT 2021053959",10,-86.72858426,36.29401039,4296,37072
T2024040633,Building Commercial - Rehab,"General Office, Professional Services",09316027300,2024-05-03,,0,134 GREEN ST,NASHVILLE,TN,LOT 12 HOMESTEAD BLK HERMITAGE,mike ireland,CACR,CAD02B016,4512454,to conduct interior renovations to existing space for wall tech. no change to footprint.,15,-86.75342722,36.15272803,4297,37210
T2024040483,Building Demolition Permit,Demolition Permit - Commercial,13400000100,2024-05-02,,18226,1024 SPACE PARK SOUTH DR,NASHVILLE,TN,E SIDE SPACE PARK SOUTH DRIVE N OF ANTIOCH PIKE,Moffitt Builders LLC,CADM,CAZ01A002,4512210,Demolition of interior office inside of a warehouse  poc ross moffitt,28,-86.70906938,36.10164898,4298,37211
T2024040641,Building Commercial - Addition,"General Office, Professional Services",09316027300,2024-05-03,,372000,134 GREEN ST,NASHVILLE,TN,LOT 12 HOMESTEAD BLK HERMITAGE,mike ireland,CACA,CAD02B016,4512463,to install new accessible ramp and pathway to existing building with exterior renovations to façade as well as interior renovations...**change from residential to commercial use**...  bb poc mike ireland,15,-86.75342722,36.15272803,4299,37210
T2024040704,Building Use & Occupancy,Master Permit Application,11910020700,2024-05-03,,0,141 THOMPSON LN,NASHVILLE,TN,S SIDE THOMPSON LANE W OF DOBBS AVE,giovanni dimeco,CAUO,CAZ03A001,4512555,"master permit to 3600Sf 2 story office building, 500SF restroom building, 14 EV charging stations, and dedicated food truck spaces. no construction this permit.",16,-86.73703281,36.10990837,4300,37211
T2024040651,Building Commercial - New,"Accessory Structure, Shed / Storage Bldg",02600013200,2024-05-03,,0,500 PEEPLES CT,MADISON,TN,N/S PEEPLES CT E OF LIBERTY LN,barnes brown,CACN,CAA14U011,4512476,to construct SF pavilion with fireplace and outdoor kitchen. not to be over any easements. SP zoning.  bb poc barnes brown...barnes@remickarch.com,10,-86.68730981,36.31362142,4301,37115
T2024040961,Building Commercial - New,Restaurant (Take Out),16204000500,2024-05-03,,3000,2408 B ANTIOCH PIKE,ANTIOCH,TN,N SIDE ANTIOCH PIKE E OF L & N RR,LATIN CRAZY,CACN,CAF31A203,4513006,APPLICATION TO SET UP A 10' FT X 6' FT FOOD TRUCK ON THE FRONT OF LOT.,28,-86.67280216,36.06053329,4302,37013
T2024041264,Building Residential - Addition,Single Family Residence,118094A00200CO,2024-05-06,,150252,969 DRAUGHON AVE,NASHVILLE,TN,UNIT 969 HOMES AT 969 DRAUGHON AVE AMENDED,SAGE CONSTRUCTION LLC,CARA,CAA01R301,4513549,"18 x 14 covered porch extension.  Porch design and material to match the existing residence.  Electrical permit will be required for new lights.  R10 Zoning.  5' min side s/b; 20' min rear s/b.  remains single family residence.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",25,-86.7868253,36.10994027,4303,37204
T2024041093,Building Residential - New,"Accessory Structure, Carport",04800007100,2024-05-03,,30526,5034 B DRAKES BRANCH RD,NASHVILLE,TN,E SIDE DRAKES BRANCH RD S OF VESTER RD,BUILD NASHVILLE LLC,CARN,CAA14U004,4513209,"To construct a 632sf detached carport to the side of proposed (Application #T2024041092) single family dwelling. Must comply with RS40 setbacks, minimum 15' side and 20' rear. *** BUILDING PERMIT NOT TO BE ISSUED UNTIL T2024041092 IS ISSUED.*** THE HOLDER OF THIS PERMIT HEREBY CERTIFIES THAT ALL CONSTRUCTION AND DEMOLITION WASTE WILL BE DISPOSED IN AN APPROVED LANDFILL. THE HOLDER OF THIS PERMIT ALSO CERTIFIES THAT NO CONSTRUCTION OR DEMOLITION WASTE SHALL BE STORED ON THE PROPERTY IN VIOLATION OF ANY PROVISIONS OF THE METROPOLITAN CODE. FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24” X 36” IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED.",1,-86.84837507999998,36.23681289,4304,37218
T2024041314,Building Residential - Addition,"Accessory Structure, Decks",11809000500,2024-05-06,,16615,3297 LEALAND LN,NASHVILLE,TN,LOT 1 RESUB OF LOTS 1 AND 2 THE PLAN OF NOELTON,DECK MASTERS OF TN LLC (A/R LIC),CARA,CAA14U015,4513682,"To construct a covered/screened porch addition 16' X 18', 288 sf covered and an uncovered deck 16' X 7', 112 sf. Not to be constructed over or obstruct any easement. Minimum 40' side street (Battlefield Dr) and 20' rear setbacks.     THE HOLDER OF THIS PERMIT HEREBY CERTIFIES THAT ALL CONSTRUCTION AND DEMOLITION WASTE WILL BE DISPOSED IN AN APPROVED LANDFILL. THE HOLDER OF THIS PERMIT ALSO CERTIFIES THAT NO CONSTRUCTION OR DEMOLITION WASTE SHALL BE STORED ON THE PROPERTY IN VIOLATION OF ANY PROVISIONS OF THE METROPOLITAN CODE.    FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24” X 36” IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED.",25,-86.78713256999998,36.11452194,4305,37204
T2024041317,Building Residential - Addition,Single Family Residence,07101009800,2024-05-06,,8694,1304 N AVONDALE CIR,NASHVILLE,TN,LOT 11 TRINITY HILLS VILLAGE SEC. 1,SELF CONTRACTOR RESIDENTIAL (SEE APPLICANT INFORMATION),CARA,CAA01R301,4513687,"To construct an 18' X 10' covered and posted front porch addition to an existing single-family dwelling. Minimum required XX' average street and 5' side setbacks. Not to be constructed over or obstruct any easements.     THE HOLDER OF THIS PERMIT HEREBY CERTIFIES THAT ALL CONSTRUCTION AND DEMOLITION WASTE WILL BE DISPOSED IN AN APPROVED LANDFILL. THE HOLDER OF THIS PERMIT ALSO CERTIFIES THAT NO CONSTRUCTION OR DEMOLITION WASTE SHALL BE STORED ON THE PROPERTY IN VIOLATION OF ANY PROVISIONS OF THE METROPOLITAN CODE.    FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24” X 36” IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED.",2,-86.78298119,36.20944845,4306,37207
T2024041604,Building Commercial - New,Restaurant (Full Service),16204000400,2024-05-07,,0,2427 ANTIOCH PIKE,ANTIOCH,TN,S W CORNER OF ANTIOCH PIKE & BLUE HOLE RD,luis perales,CACN,CAF19A203,4514165,to construct 29x20 outdoor seating area for las vias mexican food. not to be over any easements.,28,-86.67236948999998,36.05992959,4307,37013
T2024041575,Building Commercial - Roofing / Siding,"Multifamily, Condominium > 5 Unit Bldg",104120C10700CO,2024-05-07,,0,2114 B ACKLEN AVE,NASHVILLE,TN,COMMON AREA VILLAGES AT ACKLEN 5TH AMENDMENT,peter teselsky,CACK,CAA03R299,4514119,to replace shingles on 3 buildings for villages at acklen. no change to footprint.,18,-86.80224998,36.13584995,4308,37212
T2024041621,Building Commercial - Rehab,"Warehouse, Storage S-1",07113000300,2024-05-07,,3000000,245 D GREAT CIRCLE RD,NASHVILLE,TN,TRACT 13 METROCENTER,david abbey,CACR,CAH10S001,4514185,to conduct renovations to existing warehouse to make cold temperature storage. no change to footprint.  bb poc david abbey,2,-86.789354,36.19702474,4309,37228
T2024041622,Building Commercial - New,"Automobile Sales, Used",03400002400,2024-05-07,,0,1415 GALLATIN PIKE N,MADISON,TN,"LOT 2 RAC LAND, LLC PROPERTY",nodirbek rakhimov,CACN,CAF26S001,4514187,to construct 50x35 building to repair and detail cars sold on lot for us auto motors only. no outside repair offered. not to be over any easements.,10,-86.70780012,36.28260991,4310,37115
T2024041654,Building Use & Occupancy,"Personal Care Svcs, Dry Clean & Laundry",10315004800,2024-05-07,,0,96 WHITE BRIDGE PIKE 104,NASHVILLE,TN,LOT 4 LIONS HEAD VILLAGE,jason patrick,CAUO,CAF18B008,4514278,"to use existing space for tide cleaners dry cleaning and laundry. no change to footprint. no construction this permit, use only.",24,-86.85328128,36.12946165,4311,37205
T2024041669,Building Commercial - Rehab,"Multifamily, Tri-Plex, Quad, Apartments",14700001500,2024-05-07,,0,371 B WALLACE RD,NASHVILLE,TN,"S/S WALLACE ROAD, W. OF HOPEDALE DRIVE",dave purser,CACR,CAA03R398,4514310,renovate existing laundry room and enlarge fitness room on lower level. no change to footprint.  bb poc dave purser,30,-86.72128347999998,36.07802473,4312,37211
T2024041678,Building Residential - New,"Accessory Structure, Garage",13314004900,2024-05-07,,90000,4853 B LYNN DR,NASHVILLE,TN,LOT 78 ELYSIAN PARK,WHITE PINES BUILDING GROUP,CARN,CAA14U009,4514324,To construct a detached 30'ft x 60' ft two car garage with a workshop.***restrictive covenant for detached structure 20240723-0055457,26,-86.73680957,36.08236893,4313,37211
T2024041698,Building Residential - New,"Accessory Structure, Pools - Residential",128100A06400CO,2024-05-07,,200000,404 B W F RUST CT,NASHVILLE,TN,LOT 49 PINE FOREST SEC 2,VOLUNTEER STATE DEVELOPMENT,CARN,CAA14U017,4514360,CONSTRUCTING AN IN-GROUND POOL MEASURING 15'FT X 30'FT WITH 7525 SQ FT OF PAVERS AROUND POOL. MUST COMPLY WITH IRC FENCING CODES AND STATE OF TENNESSEE POOL ALARM LAWS. Proof of purchase for pool alarm attached. Not to encroach any easements on property.,22,-86.94344341,36.09122004,4314,37221
T2024041758,Building Commercial - Rehab,Restaurant (Full Service),09305019900,2024-05-07,,800000,404 11TH AVE N,NASHVILLE,TN,"LOT 2 CAPITOL VIEW RESUB OF LOTS 2,4 & 5",melonie hart,CACR,CAF19A203,4514500,to conduct renovations to 4469Sf of existing space for keke's breakfast cafe. no change to footprint.  bb poc melonie hart,19,-86.79063935,36.16269687,4315,37203
T2024041794,Building Residential - New,Single Family Residence,08304001000,2024-05-07,,124513,1401 HARWOOD DR,NASHVILLE,TN,LOT 9 SEC 4 PORTER HGTS,CONCORDIA DEVELOPMENT INC,CARN,CAA01R301,4514569,"To construct a two-story single-family dwelling with 1027sf . Not to be constructed over or obstruct any easements. Minimum 37.2' front, 20' rear, 10'ft on Mckennell Dr. , and 5' on side setbacks . THE HOLDER OF THIS PERMIT HEREBY CERTIFIES THAT ALL CONSTRUCTION AND DEMOLITION WASTE WILL BE DISPOSED IN AN APPROVED LANDFILL. THE HOLDER OF THIS PERMIT ALSO CERTIFIES THAT NO CONSTRUCTION OR DEMOLITION WASTE SHALL BE STORED ON THE PROPERTY IN VIOLATION OF ANY PROVISIONS OF THE METROPOLITAN CODE. FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24” X 36” IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED. FOR EVERY 30 FEET OF STREET FRONTAGE, OR FRACTION THEREOF, ONE 2 INCH CALIPER TREE AS LISTED IN THE URBAN FORESTRY APPROVED TREE LIST SHALL BE PLANTED ON THE SUBJECT PROPERTY",7,-86.71867066,36.1915024,4316,37206
T2024041872,Building Residential - New,"Accessory Structure, Shed / Storage Bldg",14905001800,2024-05-07,,9603,4819 APOLLO DR,ANTIOCH,TN,LOT 158 BARCLAY SQUARE SEC. 2,ANGEL HERRERO,CARN,CAA14U011,4514728,"TO CONSTRUCT A 12' FT X 13' FT STORAGE BUILDING TO THE REAR OF THE RESIDENCE.  Not to be constructed over any easements. Not to be used as additional living/sleeping quarters, detached accessory dwelling unit or for commercial purposes not authorized by the Metro Zoning Code.",28,-86.66501832,36.0719746,4317,37013
T2024042446,Building Commercial - Shell,"Multifamily, Tri-Plex, Quad, Apartments",09311002100,2024-05-09,,0,94 PEABODY ST,NASHVILLE,TN,N W CORNER OF PEABODY ST & HERMITAGE AVE,corey moulton,CACH,CAA03R398,4515639,"roject scope includes core and shell space for:  - 6,600 sf of Mercantile and Business uses @ LVL 1  - 11,400 sf Restaurant (Assembly-2) use @ LVL 2 and LVL 6 with exterior patios and rooftop decks  - (30) rooms for short-term hotel or rental apartment occupancy (R-1/R-2) @ LVLs 3-5  - Additional work on site includes an entry courtyard and landscaping.  bb poc centric aerchitecture",19,-86.77104629999998,36.15736608,4318,37210
T2024042456,Building Commercial - New,"Recreation Center, Community Halls",08400001300,2024-05-09,,0,3130 MCGAVOCK PIKE,NASHVILLE,TN,W SIDE MCGAVOCK PK N OF WINDEMERE DR,melvin gill,CACN,CAL12A303,4515655,to construct 7612SF event center for two rivers mansion. not to be over any easements.,15,-86.67744867,36.1897621,4319,37214
T2024042424,Building Commercial - New,"Water/Sewer Pump Statn,Hazardous (H1-H5)",03302001400,2024-05-09,,100000,0 GENELLE DR,GOODLETTSVILLE,TN,RES. PAR. B PLANTATION ESTATES SEC. 3.,taylo ross,CACN,CAJ06H000,4515614,to construct 12x20 relocated pump house for MWS.,10,-86.74626055,36.29691555,4320,37072
T2024042482,Building Commercial - New,Mobile Food Vendors,10511027500,2024-05-09,,0,520 B BENTON AVE,NASHVILLE,TN,LOT 33 MORTONS  VINE HILL,jennave laska,CACN,CAZ04A001,4515691,to place mobile food trailer on site. not to be over any easements.,17,-86.76810012,36.13194393,4321,37204
T2024041747,Building Use & Occupancy,"Personal Care Svcs, Dry Clean & Laundry",09212048700,2024-05-07,,0,1710 BROADWAY DRY CLEANE,NASHVILLE,TN,PT LOT 136 BOYD HOME TRACT,jason patrick,CAUO,CAF18B008,4514486,use permit for tide cleaners laundry and dry cleaning. no change to footprint.,19,-86.79470198,36.15315306,4322,37203
T2024042485,Building Residential - Rehab,"Accessory Structure, Decks",090162B00200CO,2024-05-09,,13169,541 B CROLEY DR,NASHVILLE,TN,UNIT B TOWNHOMES AT 541 CROLEY STREET,"JONES, DANIEL  CONSTRUCTION LLC",CARR,CAA14U015,4515696,"Add an 8’x22’ deck to the back of the house with pressure-treated pine framing to the rear of residence.  R8 Zoning.   Trex decking, and wood handrails.  5' min side s/b; 20' min rear s/b.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",20,-86.87442441999998,36.15203885,4323,37209
T2024042494,Building Commercial - Structural Frame,"Multifamily, Tri-Plex, Quad, Apartments",09314059100,2024-05-09,,48583938,601 LAFAYETTE ST,NASHVILLE,TN,LOT 2 NASHVILLE UNION RESCUE MISSION,gertrude pieri,CACG,CAA03R398,4515708,"Structural frame and foundation permit for 32 story apartment building. not to be over any easements. Scope of work includes structural frame from below-grade through top of tower. Includes lowest level footings, slabs, columns, shear walls, and concrete stairs (LM).    MIP third party plans review.  bb pop andrew pieri",19,-86.77625958,36.15314897,4324,37203
T2024042518,Building Commercial - Rehab,"General Office, Professional Services",10701000900,2024-05-09,,0,1826 ELM HILL PIKE,NASHVILLE,TN,LOT 7 SEC. 6 METRO IND PARK,teresa hunter,CACR,CAD02B016,4515744,to conduct interior renovations to existing building. will require separate use and occupancy permit.  bb poc teresa hunter,15,-86.70478554,36.14765106,4325,37210
T2024042598,Building Commercial - Tenant Finish Out,"Multifamily, Condominium > 5 Unit Bldg",091122E06300CO,2024-05-09,,0,116 ZOLA ALY,NASHVILLE,TN,UNIT 32A NATIONS OWNERS ASSOICATION INC AMENDED,laurie schwartz,CACT,CAA03R299,4515884,to construct unit with 2511SF with 246SF garage and 264SF porches. not to be over any easements.,21,-86.83676087,36.15737912,4326,37209
T2024042666,Building Residential - Rehab,Single Family Residence,118020F00200CO,2024-05-09,,150000,799 B MONTROSE AVE,NASHVILLE,TN,UNIT B THE MONTROSE,"Riverside Remodeling and Constrcution, LLC",CARR,CAA01R301,4516001,"Convert an existing garage space to conditioned space for a home office, to be placed in the rear of the primary structure. Not to be used as a living quarter, sleeping quarters, nor any commercial activities. Rear setback is 10ft, and side setbacks are 10ft on the Montrose Ave and 5 on the other side. Interior rehab only.***RESTRICTIVE COVENANT FOR DETACHED STRUCTURE 20240603-0040939",17,-86.78164850999998,36.12361397,4327,37204
T2024042837,Building Commercial - Rehab,"Retail, Department / Retail Stores",11400011700,2024-05-10,,0,651 OLD HICKORY BLVD,NASHVILLE,TN,LOT 1 MARCOR SUBDIVISION,cherie ladd,CACR,CAF20M001,4516350,to conduct interior renovations to existing building for cherie's pet salon. no change to footprint.,35,-86.92334470999998,36.11434906,4328,37209
T2024042963,Building Commercial - New,Restaurant (Take Out),14712006900,2024-05-10,,2500,387 B HAYWOOD LN,NASHVILLE,TN,LOT 1. TOM C. LAMB SUB.,LAS CATRACHITAS,CACN,CAF31A203,4516552,To permit a 16' ft x 10' ft food tuck on property. MINIMUM 20' FT REAR SET BACK.,27,-86.71759206,36.06851904,4329,37211
