Permit__,Permit_Type_Description,Permit_Subtype_Description,Parcel,Date_Entered,Date_Issued,Const_Cost,Address,City,State,Subdivision_Lot,Contact,Per_Ty,Per_SubTy,IVR_Trk_,Purpose,Council_Dist,Lon,Lat,ObjectId,ZIP
T2021069572,Building Commercial - Rehab,"General Office, Professional Services",03500001100,1635483600000,,0,631 BURNETT RD,OLD HICKORY,TN,N OF SWINGING BRIDGE RD W SIDE BURNETT RD,Jennifer Gonzales,CACR,CAD02B016,4054312,"Construct demising walls and rehab for 1340 SF office space for Carvana. POC: Jennifer Gonzales, 631-454-9100, ext. 171.",11,-86.66681787999998,36.2797884,719,37138
T2021068853,Building Commercial - New,"Multifamily, Townhome",11400031800,1635310800000,,0,615 OLD HICKORY BLVD 501 B,NASHVILLE,TN,LOT 2 NOVEL HARPETH HEIGHTS,augusta burgess,CACN,CAA03R301,4053143,"Unit 701, Lot 110, of an eight unit town home building..  POC AUGUSTA BURGESS 615-690-8232",22,-86.92655662999998,36.1067551,720,37209
T2021069255,Building Residential - New,Single Family Residence,11400031800,1635397200000,,1260,615 OLD HICKORY BLVD 701-750,NASHVILLE,TN,LOT 2 NOVEL HARPETH HEIGHTS,BEAZER HOMES CORP,CARN,CAA01R301,4053768,LOT 107 - UNIT 704 - To be built under MASTER PERMIT # 2021028049,22,-86.9256311,36.10840581,721,37209
T2021069708,Building Commercial - Rehab,Restaurant (Full Service),14200021500,1635742800000,,0,7657 HIGHWAY 70 S,NASHVILLE,TN,LOT 1 BELLEVUE REV1,TODD SNEED,CACR,CAF19A203,4054520,"install two doorways between units and  outdoor patio EL AGAVERO  POC TODD SNEED  Permit to be cancelled, duplicate to 2021059106.",22,-86.9505553,36.07697829,722,37221
T2021069710,Building Commercial - Rehab,"Retail, Department / Retail Stores",10510036000,1635742800000,,0,2020 LINDELL AVE,NASHVILLE,TN,LOT 1 EDGEHILL EST. SEC. 35  RE-SUB LOT 1,HALIE CHANDLER,CACR,CAF20M001,4054522,"EXISTING 4,237 SF COMMERCIAL SPACE IS BEING RENOVATED TO RECONFIGURE THE CURRENT LAYOUT FOR A CLOTHING RETAILER. NO EXTERIOR UPGRADES WILL BE PROVIDED TO THE BUILDING. THE EXISTING BUILDING IS SPRINKLED  POC HALIE CHANDLER",17,-86.77309622,36.13157699,723,37203
T2021069720,Building Use & Occupancy,Non-Commercial Community Gardens,07105017600,1635742800000,,0,1833 HAYNES ST,NASHVILLE,TN,PT LOTS 39 & 40 SCRUGGS BROOKLYN HGTS,Jason Hitchcock 615.981.1108,CAUO,CAC09B001,4054539,"To establish Use & Occupancy for Brooklyn Heights Community Garden, non-profit community garden. This is a non-commercial garden for use/consumption by growers only.  Any proposed structures to be permitted separately. Site plan sent to file.  Includes two adjacent parcels (1833 & 1835 Haynes St) separated by an abandoned alley.  POC: Jason Hitchcock 615.981.1108",2,-86.78626937,36.2038998,724,37207
T2021069753,Building Residential - Addition,Single Family Residence,151100A17700CO,1635742800000,,6500,1741 LONDONVIEW PL,ANTIOCH,TN,LOT 146 PH 2 VILLAGES OF LONG HUNTER,SELF CONTRACTOR RESIDENTIAL (SEE APPLICANT INFORMATION),CARA,CAA01R301,4054595,to construct a 12 x 20 covered porch addition to the rear of residence.  PUDR MPC MUST APPROVE APPLICATION.  20' min rear s/b.,8,-86.57428113999998,36.07245179,725,37013
T2021069820,Building Commercial - New,"Accessory Structure, Shed / Storage Bldg",07105017600,1635742800000,,0,1833 HAYNES ST,NASHVILLE,TN,PT LOTS 39 & 40 SCRUGGS BROOKLYN HGTS,Jason Hitchcock 615.981.1108,CACN,CAA14U011,4054706,"To construct a 15 ft x 40 ft (600 sf) Pack & Wash open air covered accessory structure for Brooklyn Heights Community Garden, a non-profit community garden. This is a non-commercial garden for use/consumption by growers only. U&O established on 2021069720.    Plans must be submitted electronically via ePlans system for Review. Sidewalks ARE required for this project because the frontage of this parcel is within a 1/4 mile of a Nashville Next Center.    POC: Jason Hitchcock 615.981.1108",2,-86.78626937,36.2038998,726,37207
T2021069827,Building Residential - New,"Multifamily, Townhome",07013005500,1635742800000,,792813,3201 B JOHN MALLETTE DR,NASHVILLE,TN,LOT 4 BLK 1 SHEEGOG SUB,DON HARDIN GROUP,CARN,CAA03R301,4054688,REJECTED: MASTER PERMIT TYPE REQUIRED.    The attached plans show 6 Units on the site plan.  The Unit A plan will be identical for each of the six.,1,-86.83288872,36.1925344,727,37218
T2021069828,Building Commercial - New,"Accessory Structure, Shed / Storage Bldg",07105017500,1635742800000,,0,1835 HAYNES ST,NASHVILLE,TN,PT LOT 38 SCRUGGS BROOKLYN HGTS,Jason Hitchcock 615.981.1108,CACN,CAA14U011,4054717,"To construct a 12 ft x 20 ft (240 sf) open air covered Teaching Space accessory structure for Brooklyn Heights Community Garden, a non-profit community garden. This is a non-commercial garden for use/consumption by growers only. U&O established on 2021069720.    Plans must be submitted electronically via ePlans system for Review. Sidewalks ARE required for this project because the frontage of this parcel is within a 1/4 mile of a Nashville Next Center.    POC: Jason Hitchcock 615.981.1108",2,-86.78643753,36.20405433,728,37207
T2021069876,Building Commercial - Rehab,"Multifamily, Condominium > 5 Unit Bldg",093061J11600CO,1635742800000,,0,415 CHURCH ST 1709,NASHVILLE,TN,UNIT 1709 VIRIDIAN CONDOMINIUM 1ST AMEND,MEGAN FERDRICO,CACR,CAA03R299,4054800,"covert tub/shower to shower only, replace tile and new vanity  POC MEGAN FREDERICO",19,-86.77928335,36.1631005,729,37219
T2021069880,Building Residential - New,"Multifamily, Apt / Twnhome > 5 Unit Bldg",051020B00100CO,1635742800000,,245000,2201 CHADWELL STATION LN,MADISON,TN,UNIT 1 CHADWELL STATION,VESTA & VULCAN LLC,CARN,CAA03R399,4054788,"REJECTED: PERMIT TYPE REQUIRED: CARN SUBTYPE: SINGLE FAMILY    PLEASE VERIFY PERMIT TYPE  TO CONSTRUCT A SINGLE UNIT, 2069 SQ FT WITH 421 SQ FT GARAGE @ 2201 CHADWELL STATION LANE MASTER PERMIT # CAUO 2021037523",3,-86.7363749,36.25477599,730,37115
T2021069900,Building Residential - New,Mobile Home Dwelling,16200011300,1635742800000,,672,1500 BELL RD 2 B,NASHVILLE,TN,S SIDE BELL RD E OF OLD HICKORY BLVD (SPECIAL INTEREST),BACAR CONSTRUCTORS INC,CARN,CAA04R301,4049699,"REJECTED: INCORRECT PERMIT TYPE, THIS IS A COMMERCIAL PERMIT. For commercial building permits please reference the instructions at the following link: https://www.nashville.gov/Codes-Administration/Construction-and-Permits/Electronic-Plans-Review.aspx    60' x 12 temporary construction trailer",31,-86.69231549,36.04066585,731,37211
T2021069927,Building Residential - Addition,Single Family Residence,07006007200,1635742800000,,25218,2628 TAIGANS CT,NASHVILLE,TN,LOT 25 TAIGAN'S COURT,Harris Home Maintenance,CARA,CAA01R301,4054843,"TO CONSTRUCT 13’X16’ ADDITION OFF REAR OF EXISTING SINGLE FAMILY (SEE PLAN)… …5’ MINIMUM SIDE SETBACK… …20’ MINIMUM REAR SETBACK… …NO SECOND KITCHEN, TO REMAIN SINGLE FAMILY RESIDENCE… …NOT TO BUILD OVER OR OBSTRUCT EASEMENTS… …",2,-86.82136275,36.20746877,732,37218
T2021069990,Building Residential - New,Single Family Residence,06409029100,1635742800000,,215189,4133 HERMITAGE ST,OLD HICKORY,TN,LOT 26 BLK N HADLEY BEND CITY,MUSIC CITY HANDYMEN LLC,CARN,CAA01R301,4054937,"TO CONSTRUCT SINGLE FAMILY RESIDENCE WITH 1751 SQFT OF LIVING AREA … …120 SQFT PORCH/DECK AREA… …40' MIN FRONT SETBACK… …3’ REQUIRED SIDE SETBACK FOR AT LEAST 25% OF THE DEPTH OF THE STRUCTURE BEGINNING AT THE STREET SETBACK… …20’ MIN REAR SETBACK… …MAXIMUM HEIGHT LIMITED TO 35 FEET, INCLUDING FOUNDATION HEIGHT… …NOT TO BUILD OVER OR OBSTRUCT ANY EASEMENTS ON PROPERTY… …MUST COMPLY WITH 17.40.670A… …    *** FOR EVERY 30 FEET OF STREET FRONTAGE, OR FRACTION THEREOF, ONE 2 INCH CALIPER TREE AS LISTED IN THE URBAN FORESTRY APPROVED TREE LIST SHALL BE PLANTED ON THE SUBJECT PROPERTY… …     ***FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24” X 36” IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED… …",11,-86.62976682,36.22377062,733,37138
T2021069993,Building Residential - New,Single Family Residence,06409029000,1635742800000,,215189,4129 HERMITAGE ST,OLD HICKORY,TN,LOT 22 BLK N HADLEY BEND CITY,MUSIC CITY HANDYMEN LLC,CARN,CAA01R301,4054940,"TO CONSTRUCT SINGLE FAMILY RESIDENCE WITH 1751 SQFT OF LIVING AREA … …120 SQFT PORCH/DECK AREA… …40' MIN FRONT SETBACK… …3’ REQUIRED SIDE SETBACK FOR AT LEAST 25% OF THE DEPTH OF THE STRUCTURE BEGINNING AT THE STREET SETBACK… …20’ MIN REAR SETBACK… …MAXIMUM HEIGHT LIMITED TO 35 FEET, INCLUDING FOUNDATION HEIGHT… …NOT TO BUILD OVER OR OBSTRUCT ANY EASEMENTS ON PROPERTY… …MUST COMPLY WITH 17.40.670A… …    *** FOR EVERY 30 FEET OF STREET FRONTAGE, OR FRACTION THEREOF, ONE 2 INCH CALIPER TREE AS LISTED IN THE URBAN FORESTRY APPROVED TREE LIST SHALL BE PLANTED ON THE SUBJECT PROPERTY… …     ***FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24” X 36” IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED… …",11,-86.62977978,36.22392078,734,37138
T2021069996,Building Residential - New,Single Family Residence,06409032400,1635742800000,,215189,4135 HERMITAGE ST,OLD HICKORY,TN,LOT 28 BLK N HADLEY BEND CITY,MUSIC CITY HANDYMEN LLC,CARN,CAA01R301,4054944,"TO CONSTRUCT SINGLE FAMILY RESIDENCE WITH 1751 SQFT OF LIVING AREA … …120 SQFT PORCH/DECK AREA… …40' MIN FRONT SETBACK… …3’ REQUIRED SIDE SETBACK FOR AT LEAST 25% OF THE DEPTH OF THE STRUCTURE BEGINNING AT THE STREET SETBACK… …20’ MIN REAR SETBACK… …MAXIMUM HEIGHT LIMITED TO 35 FEET, INCLUDING FOUNDATION HEIGHT… …NOT TO BUILD OVER OR OBSTRUCT ANY EASEMENTS ON PROPERTY… …MUST COMPLY WITH 17.40.670A… …    *** FOR EVERY 30 FEET OF STREET FRONTAGE, OR FRACTION THEREOF, ONE 2 INCH CALIPER TREE AS LISTED IN THE URBAN FORESTRY APPROVED TREE LIST SHALL BE PLANTED ON THE SUBJECT PROPERTY… …     ***FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24” X 36” IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED… …",11,-86.62975846,36.22367776,735,37138
T2021069999,Building Residential - New,Single Family Residence,06409029200,1635742800000,,215189,4137 HERMITAGE ST,OLD HICKORY,TN,LOT 30 BLK N HADLEY BEND CITY,MUSIC CITY HANDYMEN LLC,CARN,CAA01R301,4054947,"TO CONSTRUCT SINGLE FAMILY RESIDENCE WITH 1751 SQFT OF LIVING AREA … …120 SQFT PORCH/DECK AREA… …40' MIN FRONT SETBACK… …3’ REQUIRED SIDE SETBACK FOR AT LEAST 25% OF THE DEPTH OF THE STRUCTURE BEGINNING AT THE STREET SETBACK… …20’ MIN REAR SETBACK… …MAXIMUM HEIGHT LIMITED TO 35 FEET, INCLUDING FOUNDATION HEIGHT… …NOT TO BUILD OVER OR OBSTRUCT ANY EASEMENTS ON PROPERTY… …MUST COMPLY WITH 17.40.670A… …    *** FOR EVERY 30 FEET OF STREET FRONTAGE, OR FRACTION THEREOF, ONE 2 INCH CALIPER TREE AS LISTED IN THE URBAN FORESTRY APPROVED TREE LIST SHALL BE PLANTED ON THE SUBJECT PROPERTY… …     ***FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24” X 36” IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED… …",11,-86.62976573999998,36.22363471,736,37138
T2021070002,Building Residential - New,Single Family Residence,06409029300,1635742800000,,215189,4139 HERMITAGE ST,OLD HICKORY,TN,LOT 32 BLK N HADLEY BEND CITY,MUSIC CITY HANDYMEN LLC,CARN,CAA01R301,4054949,"TO CONSTRUCT SINGLE FAMILY RESIDENCE WITH 1751 SQFT OF LIVING AREA … …120 SQFT PORCH/DECK AREA… …40' MIN FRONT SETBACK… …3’ REQUIRED SIDE SETBACK FOR AT LEAST 25% OF THE DEPTH OF THE STRUCTURE BEGINNING AT THE STREET SETBACK… …20’ MIN REAR SETBACK… …MAXIMUM HEIGHT LIMITED TO 35 FEET, INCLUDING FOUNDATION HEIGHT… …NOT TO BUILD OVER OR OBSTRUCT ANY EASEMENTS ON PROPERTY… …MUST COMPLY WITH 17.40.670A… …    *** FOR EVERY 30 FEET OF STREET FRONTAGE, OR FRACTION THEREOF, ONE 2 INCH CALIPER TREE AS LISTED IN THE URBAN FORESTRY APPROVED TREE LIST SHALL BE PLANTED ON THE SUBJECT PROPERTY… …     ***FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24” X 36” IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED… …",11,-86.62976921,36.22354894,737,37138
T2021070006,Building Residential - New,Single Family Residence,06409032100,1635742800000,,215189,4141 HERMITAGE ST,OLD HICKORY,TN,LOT 34 BLK N HADLEY BEND CITY,MUSIC CITY HANDYMEN LLC,CARN,CAA01R301,4054953,"TO CONSTRUCT SINGLE FAMILY RESIDENCE WITH 1751 SQFT OF LIVING AREA … …120 SQFT PORCH/DECK AREA… …40' MIN FRONT SETBACK… …3’ REQUIRED SIDE SETBACK FOR AT LEAST 25% OF THE DEPTH OF THE STRUCTURE BEGINNING AT THE STREET SETBACK… …20’ MIN REAR SETBACK… …MAXIMUM HEIGHT LIMITED TO 35 FEET, INCLUDING FOUNDATION HEIGHT… …NOT TO BUILD OVER OR OBSTRUCT ANY EASEMENTS ON PROPERTY… …MUST COMPLY WITH 17.40.670A… …    *** FOR EVERY 30 FEET OF STREET FRONTAGE, OR FRACTION THEREOF, ONE 2 INCH CALIPER TREE AS LISTED IN THE URBAN FORESTRY APPROVED TREE LIST SHALL BE PLANTED ON THE SUBJECT PROPERTY… …     ***FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24” X 36” IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED… …",11,-86.62977649,36.22350589,738,37138
T2021070007,Building Residential - New,Single Family Residence,06409032000,1635742800000,,215189,4145 HERMITAGE ST,OLD HICKORY,TN,LOT 38 BLK N HADLEY BEND CITY,MUSIC CITY HANDYMEN LLC,CARN,CAA01R301,4054954,"TO CONSTRUCT SINGLE FAMILY RESIDENCE WITH 1751 SQFT OF LIVING AREA … …120 SQFT PORCH/DECK AREA… …40' MIN FRONT SETBACK… …3’ REQUIRED SIDE SETBACK FOR AT LEAST 25% OF THE DEPTH OF THE STRUCTURE BEGINNING AT THE STREET SETBACK… …20’ MIN REAR SETBACK… …MAXIMUM HEIGHT LIMITED TO 35 FEET, INCLUDING FOUNDATION HEIGHT… …NOT TO BUILD OVER OR OBSTRUCT ANY EASEMENTS ON PROPERTY… …MUST COMPLY WITH 17.40.670A… …    *** FOR EVERY 30 FEET OF STREET FRONTAGE, OR FRACTION THEREOF, ONE 2 INCH CALIPER TREE AS LISTED IN THE URBAN FORESTRY APPROVED TREE LIST SHALL BE PLANTED ON THE SUBJECT PROPERTY… …     ***FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24” X 36” IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED… …",11,-86.62974543,36.2233749,739,37138
T2021070008,Building Residential - New,Single Family Residence,06409029400,1635742800000,,215189,4143 HERMITAGE ST,OLD HICKORY,TN,LOT 36 BLK N HADLEY BEND CITY,MUSIC CITY HANDYMEN LLC,CARN,CAA01R301,4054955,"TO CONSTRUCT SINGLE FAMILY RESIDENCE WITH 1751 SQFT OF LIVING AREA … …120 SQFT PORCH/DECK AREA… …40' MIN FRONT SETBACK… …3’ REQUIRED SIDE SETBACK FOR AT LEAST 25% OF THE DEPTH OF THE STRUCTURE BEGINNING AT THE STREET SETBACK… …20’ MIN REAR SETBACK… …MAXIMUM HEIGHT LIMITED TO 35 FEET, INCLUDING FOUNDATION HEIGHT… …NOT TO BUILD OVER OR OBSTRUCT ANY EASEMENTS ON PROPERTY… …MUST COMPLY WITH 17.40.670A… …    *** FOR EVERY 30 FEET OF STREET FRONTAGE, OR FRACTION THEREOF, ONE 2 INCH CALIPER TREE AS LISTED IN THE URBAN FORESTRY APPROVED TREE LIST SHALL BE PLANTED ON THE SUBJECT PROPERTY… …     ***FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24” X 36” IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED… …",11,-86.62973814999998,36.22341795,740,37138
T2021070087,Building Commercial - Rehab,"General Office, Professional Services",09306200100,1635829200000,,0,185 2ND AVE N,NASHVILLE,TN,PT LOTS 27 & 28 ORIGINAL TOWN OF NASHVILLE & PT CL ALLEY,rick smith,CACR,CAD02B016,4055059,"to remove and relocate emergency generator. no change to footprint.  ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.   For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",19,-86.7769226,36.16405195,741,37201
T2021070096,Building Sign Permit,Sign - Ground /  Wall Signs,09108015000,1635829200000,,2375,4402 TENNESSEE AVE,NASHVILLE,TN,N OF TENNESSEE AVE & W OF 44TH AVE N,russell smith,CASN,CAZ02A001,4055068,to erect 29Sf non illuminated monument sign for nations landing apartments. 15' min. setback.,20,-86.84105511,36.16134858,742,37209
T2021069992,Building Residential - New,Single Family Residence,06409032300,1635742800000,,215189,4131 HERMITAGE ST,ANTIOCH,TN,LOT 24 BLK N HADLEY BEND CITY,MUSIC CITY HANDYMEN LLC,CARN,CAA01R301,4054939,"TO CONSTRUCT SINGLE FAMILY RESIDENCE WITH 1751 SQFT OF LIVING AREA … …120 SQFT PORCH/DECK AREA… …40' MIN FRONT SETBACK… …3’ REQUIRED SIDE SETBACK FOR AT LEAST 25% OF THE DEPTH OF THE STRUCTURE BEGINNING AT THE STREET SETBACK… …20’ MIN REAR SETBACK… …MAXIMUM HEIGHT LIMITED TO 35 FEET, INCLUDING FOUNDATION HEIGHT… …NOT TO BUILD OVER OR OBSTRUCT ANY EASEMENTS ON PROPERTY… …MUST COMPLY WITH 17.40.670A… …    *** FOR EVERY 30 FEET OF STREET FRONTAGE, OR FRACTION THEREOF, ONE 2 INCH CALIPER TREE AS LISTED IN THE URBAN FORESTRY APPROVED TREE LIST SHALL BE PLANTED ON THE SUBJECT PROPERTY… …     ***FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24” X 36” IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED… …",11,-86.62975953999998,36.22381368,743,37013
T2021070098,Building Sign Permit,Sign - Ground /  Wall Signs,09108016300,1635829200000,,7270,4401 TENNESSEE AVE,NASHVILLE,TN,"LOT 8 CLIFTON - LOTS 47, 48, 49, & 70 LOCKHART",russell smith,CASN,CAZ02A001,4055071,to erect (2) 73SF non illuminated monument signs for nations landing apartments. 15' min. setback.,20,-86.84052077,36.16070548,744,37209
T2021070124,Building Demolition Permit,Demolition Permit - Residential,08315014700,1635829200000,,10000,2703 HODY DR,NASHVILLE,TN,LOT 182 SEC 2 FORTLAND PARK,MUSIC CITY BUILDERS,CADM,CAZ01A001,4055102,"TO DEMOLISH EXISTING RESIDENCE.  NOT TO BE BURNED ON SITE.  WORK ON THIS DEMOLITION PERMIT MUST COMMENCE WITHIN THIRTY (30) DAYS OF ISSUANCE AND BE COMPLETED SIXTY (60) DAYS AFTER COMMENCEMENT. THIS PERMIT EXPIRES 90 DAYS AFTER THE PERMIT IS ISSUED. PLEASE CALL 811 BEFORE YOU DIG.  APPLICANT TO SUBMIT COMPLETED DEMOLITION COMMENCEMENT AFFIDAVIT FORM UPON COMMENCEMENT OF DEMOLITION.   ***PURSUANT TO ORDINANCE NO. 2006-1263 OF THE METROPOLITAN CODE OF LAWS, I (THE HOLDER ON THIS PERMIT) HEREBY CERTIFY THAT ALL CONSTRUCTION AND DEMOLITION WASTE GENERATED BY ANY AND ALL ACTIVITIES GOVERNED BY THIS PERMIT SHALL BE DISPOSED OF IN AN APPROVED LANDFILL.   FURTHER, I CERTIFY THAT NO CONSTRUCTION AND DEMOLITION WASTE SHALL BE STORED ON THE PROPERTY IN VIOLATION OF ANY PROVISION OF THE METROPOLITAN CODE***",6,-86.72194634999998,36.17264566,745,37206
T2021070184,Building Demolition Permit,Demolition Permit - Residential,07107012400,1635829200000,,3000,2201 DICKERSON PIKE,NASHVILLE,TN,NE COR OF DICKERSON PK & E OF TRINITY LN,East Lake Contractors,CADM,CAZ01A001,4055187,REJECTED: CADM COMMERCIAL PERMIT TYPE REQUIRED    demolition of 2201 Dickerson Pike,5,-86.76821895,36.20638177,746,37207
T2021070233,Building Residential - New,Duplex,09113027400,1635829200000,,2265,6017 OBRIEN AVE,NASHVILLE,TN,PT LOT 2 & 3 E. T. BROWN,"KINGSTON GROUP, LLC, THE (FORMERLY INVESTORS CHOICE CONST &",CARN,CAA02R302,4055260,"REJECTED: EACH UNIT REQUIRES SEPERATE PERMIT ATTACHED TO UNIT PARCEL. CARN, subtype: SINGLE FAMILY. MUST RESUBMIT.    Construction of two (HPR) new single family homes on vacant lot.  2265 sf each.  3/3 with single car garage.",20,-86.86689907999998,36.14965242,747,37209
T2021070261,Building Commercial - New,Restaurant (Take Out),11913035400,1635829200000,,5000,3010 NOLENSVILLE PIKE,NASHVILLE,TN,LOTS 1&2 J. W. PROPERTIES,CLAUDIA Astudillo,CACN,CAF31A203,4055319,"Locate a food truck, Crazy Gordita. Minimum 15' street setback. POC: CLAUDIA Astudillo, 615-971-5216.",16,-86.74293935,36.10717783,748,37211
T2021070505,Building Residential - Rehab,Single Family Residence,05202026000,1635915600000,,100000,301 RANDY RD,MADISON,TN,LOT 79 SEC 3 RAINBOW TERRACE,SELF CONTRACTOR RESIDENTIAL (SEE APPLICANT INFORMATION),CARR,CAA01R301,4055686,"Rehab includes siding, windows, kitchen and living rooms and bathroom and reroof back of structure. No change to building footprint. To remain single family. POC: Lawrence Cammon, 615-480-6473. Applicant applied for a self-permit and will act as his/her own general contractor with full responsibility for code compliance, for hiring and employing individuals and subcontractors, and with ultimate responsibility for his/her own work and for the work of others. Acting as his/her general contractor, applicant may forfeit certain protections which might be available to him/her through the State of Tennessee general contractor’s licensing process. Applicant, as a self-build permit holder, is further responsible for requesting all required inspections and completing all authorized work in compliance with applicable adopted codes. Separate permits are required for any electrical, plumbing and gas/mechanical work and are not part of the building permit. No construction and demolition waste will be stored on the property and such waste shall be disposed of in a clean and sanitary manner by placing it in approved containers and having such waste discarded at an approved landfill. Signage must be posted pursuant to M.C.L. 16.28.230, including project information signs, which shall be posted in English and Spanish with one double-sided 24  (vertical) × 36  (horizontal) sign posted for every fifty feet of site frontage, with no more than three signs required per street frontage.",9,-86.69205908,36.25609362,749,37115
T2021069971,Building Residential - New,"Accessory Structure, Carport",09102031900,1635742800000,,19320,5505 A2 CALIFORNIA AVE,NASHVILLE,TN,LOT 1410 BLK 46 WEST NASH NO 2,"MCKINNIS, SEAN",CARN,CAA14U004,4054915,REJECTED: EXCEEDS MAXIMUM BUILDING COVERAGE PER R6    To construct car port with 400 SF.,20,-86.85501562,36.16408445,750,37209
T2021069972,Building Residential - New,"Accessory Structure, Carport",09102062600,1635742800000,,19320,5505 B2 CALIFORNIA AVE,NASHVILLE,TN,LOT 1412 BLK 46 WEST NASH NO 2,"MCKINNIS, SEAN",CARN,CAA14U004,4054916,REJECTED: EXCEEDS MAXIMUM BUILDING COVERAGE PER R6    To construct carport with 400 SF.,20,-86.85501562,36.16408445,751,37209
T2021070539,Building Use & Occupancy,Restaurant (Full Service),09514011600,1635915600000,,0,1941 ELM HILL PIKE,NASHVILLE,TN,LOT 35 METRO IND. PARK SEC. 28,Christ Vergitz 615-400-8979,CAUO,CAF19A203,4055746,"To establish Use & Occupancy for Elm Hill Tavern restaurant/bar due to change of ownership.  No change to name of business, ownership change only.     POC: Christ Vergitz 615-400-8979",15,-86.70060010999998,36.14982927,752,37210
T2021070605,Building Commercial - Rehab,"Multifamily, Tri-Plex, Quad, Apartments",10600002500,1635915600000,,0,821 MURFREESBORO PIKE,NASHVILLE,TN,LOT 1 NARANJI V. PATEL ETUX SUB,sanjay patel,CACR,CAA03R398,4055873,"to conduct interior renovations to convert existing super 8 hotel to apartment units. no change to footprint.  ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.   For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",16,-86.72422716,36.13416003,753,37217
